Scheme Name,AMC Name,Fund Type,Category,Sub Category,Risk Level,Fund Rating,Return 1Y (%),Return 3Y (%),Return 5Y (%),Expense Ratio (%),NAV (₹),AUM (Cr),Fund Age (Years),Min SIP (₹),Min Lumpsum (₹),Fund Manager,Investment Strategy,Norm_Return_1Y,Norm_Return_3Y,Norm_Return_5Y,Norm_Expense_Ratio,Norm_Fund_Age,Norm_AUM,Score,Rank
Tata Pension Retirement Plan - Direct Plan - Growth,Tata Mutual Fund,Solution Oriented,Retirement,Pension,Moderately High,4,9.7,9.48,12.32,0.84,500.69,85.19,14.0,500,5000,Rajeev Thakkar,Income,0.2645569620253164,0.16966824644549763,0.2795031055900621,0.30962343096234307,0.4576271186440678,0.00032688453715737576,41.61,1427
ICICI Prudential Equity Savings Aggressive Hybrid Fund - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,Moderately High,3,14.46,13.81,17.31,1.07,303.58,63230.45,6.1,5000,1000,Rahul Baijal,Value,0.3506329113924051,0.27227488151658763,0.37948306952514516,0.40585774058577406,0.18983050847457625,0.2529114304106541,41.61,1428
DSP Consumption Sectoral Fund - Direct Plan - IDCW,DSP Mutual Fund,Equity,Sectoral,Consumption,High,3,12.19,11.51,14.5,0.57,787.34,46.81,9.1,5000,5000,Gopal Agrawal,Passive,0.3095840867992767,0.2177725118483412,0.3231817271087958,0.19665271966527192,0.2915254237288135,0.00017336240627019905,41.59,1429
Nippon India Flexi Cap Multi Cap Scheme - Regular Plan - IDCW,Nippon India Mutual Fund,Equity,Multi Cap,Flexi Cap,Moderately High,4,15.69,16.29,14.3,1.6,406.15,1790.75,11.8,500,5000,Taher Badshah,Passive,0.372875226039783,0.33104265402843597,0.3191745141254257,0.6276150627615062,0.38305084745762713,0.007149219231162929,41.56,1430
HDFC Focused Large Cap Fund - Regular Plan - IDCW,HDFC Mutual Fund,Equity,Large Cap,Focused,Moderately High,2,13.77,8.95,9.99,0.6,399.9,3880.7,15.2,5000,5000,Neelesh Surana,Income,0.33815551537070526,0.15710900473933648,0.23281907433380084,0.20920502092050208,0.4983050847457627,0.015509135266797505,41.56,1431
Canara Robeco Money Market Short Duration Plan - Direct Plan - Growth,Canara Robeco Mutual Fund,Debt,Short Duration,Money Market,Low,3,7.81,7.27,5.65,0.59,576.44,405.84,5.5,2500,10000,Niket Shah,Value,0.23037974683544304,0.11729857819905212,0.1458625525946704,0.20502092050209203,0.1694915254237288,0.0016095023398924777,41.56,1432
Quant Focused Large Cap Fund - Direct Plan - IDCW,Quant Mutual Fund,Equity,Large Cap,Focused,Moderately High,4,17.45,12.56,13.94,1.15,186.95,187.72,6.5,2000,500,Atul Kumar,GARP,0.4047016274864376,0.24265402843601894,0.3119615307553596,0.4393305439330543,0.20338983050847456,0.0007370102297019883,41.53,1433
Kotak Mahindra Equity Arbitrage Arbitrage Scheme - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,14.95,7.52,5.77,0.84,174.83,154.37,10.7,500,1000,Rahul Baijal,Blend,0.359493670886076,0.12322274881516587,0.1482668803846924,0.30962343096234307,0.34576271186440677,0.0006036083780842879,41.52,1434
SBI Domestic Fund of Funds Scheme - Regular Plan - IDCW,SBI Mutual Fund,Other,Fund of Funds,Domestic,High,2,10.81,11.53,14.06,0.46,441.16,298.15,12.8,1000,5000,Varun Goel,Active,0.28462929475587706,0.2182464454976303,0.3143658585453816,0.1506276150627615,0.4169491525423729,0.0011787363608606887,41.51,1435
HSBC Regular Savings Conservative Hybrid Plan - Regular Plan - IDCW,HSBC Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Low to Moderate,3,10.17,10.22,9.84,1.07,368.92,22670.03,14.0,100,1000,Nimesh Chandan,Value,0.2730560578661844,0.18720379146919433,0.22981366459627323,0.40585774058577406,0.4576271186440678,0.09066749846487869,41.51,1436
JM Financial Banking & PSU Medium Duration Plan - Direct Plan - IDCW,JM Financial Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,2,0.53,6.26,3.4,0.37,548.99,16010.81,20.0,2000,10000,Vinay Sharma,Growth,0.09873417721518987,0.0933649289099526,0.10078140653175714,0.11297071129707112,0.6610169491525424,0.06403024873985251,41.49,1437
SBI Equity Savings Aggressive Hybrid Fund - Direct Plan - IDCW,SBI Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,High,5,13.06,14.69,14.66,1.33,18.11,873.1,10.6,1000,1000,R. Srinivasan,Active,0.32531645569620254,0.293127962085308,0.32638749749549184,0.5146443514644351,0.3423728813559322,0.0034785682825277616,41.48,1438
Axis Dynamic Bond Long Duration Plan - Regular Plan - Growth,Axis Mutual Fund,Debt,Long Duration,Dynamic Bond,Moderately High,2,6.93,6.43,7.38,0.31,375.56,1134.22,20.5,2000,1000,Dhaval Gada,Growth,0.21446654611211574,0.09739336492890996,0.18052494490082144,0.08786610878661089,0.6779661016949153,0.004523062780111388,41.46,1439
Nippon India MNC Thematic Scheme - Direct Plan - Growth,Nippon India Mutual Fund,Equity,Thematic,MNC,High,3,12.31,12.7,17.24,0.85,587.46,76.01,13.9,2000,5000,Niket Shah,Active,0.31175406871609407,0.2459715639810426,0.37808054498096566,0.3138075313807531,0.4542372881355932,0.0002901640274767014,41.44,1440
Edelweiss High Yield Credit Risk Scheme - Regular Plan - IDCW,Edelweiss Mutual Fund,Debt,Credit Risk,High Yield,Moderate,3,7.46,10.61,13.43,1.27,555.79,588.27,29.0,500,5000,Niket Shah,Index,0.22405063291139238,0.19644549763033173,0.3017431376477659,0.4895397489539749,0.9661016949152543,0.0023392324685466634,41.44,1441
HDFC Education Children's Fund Fund - Regular Plan - IDCW,HDFC Mutual Fund,Solution Oriented,Children's Fund,Education,Moderately High,3,13.84,7.09,12.335,0.69,415.87,42731.13,14.6,1000,25000,Chandraprakash Padiyar,GARP,0.3394213381555154,0.11303317535545024,0.27980364656381485,0.24686192468619245,0.4779661016949152,0.17091301227261033,41.44,1442
SBI Pension Retirement Plan - Direct Plan - IDCW,SBI Mutual Fund,Solution Oriented,Retirement,Pension,Moderately High,4,12.7,13.37,14.06,1.16,477.01,673.65,9.3,1000,10000,Atul Kumar,GARP,0.31880650994575044,0.26184834123222744,0.3143658585453816,0.44351464435146437,0.2983050847457627,0.0026807572089100596,41.42,1443
Edelweiss Nifty 100 Index Fund Scheme - Direct Plan - IDCW,Edelweiss Mutual Fund,Other,Index Fund,Nifty 100,Moderately High,3,14.05,8.07,6.14,0.48,259.02,428.95,7.6,1500,500,Vetri Subramaniam,Blend,0.3432188065099458,0.13625592417061613,0.15568022440392704,0.1589958158995816,0.2406779661016949,0.001701943622977487,41.41,1444
SBI Senior Citizen Retirement Scheme - Direct Plan - Growth,SBI Mutual Fund,Solution Oriented,Retirement,Senior Citizen,Moderately High,2,12.44,11.8,10.55,0.47,156.38,50187.16,1.5,500,1000,R. Srinivasan,Value,0.31410488245931284,0.2246445497630332,0.24403927068723702,0.15481171548117154,0.03389830508474577,0.2007375462371418,41.4,1445
Tata Equity Arbitrage Arbitrage Scheme - Direct Plan - Growth,Tata Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,4,10.22,6.79,6.41,0.94,558.12,2977.64,8.6,2500,1000,Anish Tawakley,Blend,0.2739602169981917,0.10592417061611376,0.16108996193147662,0.3514644351464435,0.2745762711864407,0.011896845128210381,41.39,1446
Quant Micro Cap Small Cap Plan - Regular Plan - Growth,Quant Mutual Fund,Equity,Small Cap,Micro Cap,High,3,15.19,22.28,23.16,1.79,335.34,829.46,12.9,2000,1000,Amit Ganatra,Passive,0.3638336347197107,0.4729857819905213,0.49669404928871963,0.7071129707112971,0.42033898305084744,0.0033040058596013316,41.39,1447
IDFC International Fund of Funds Plan - Direct Plan - IDCW,IDFC Mutual Fund,Other,Fund of Funds,International,Moderately High,3,13.61,10.36,7.19,1.03,583.08,4378.52,18.3,2500,1000,R. Srinivasan,Passive,0.3352622061482821,0.190521327014218,0.1767180925666199,0.3891213389121339,0.6033898305084746,0.01750044290614754,41.37,1448
HSBC Discovery Small Cap Plan - Regular Plan - IDCW,HSBC Mutual Fund,Equity,Small Cap,Discovery,High,4,17.01,20.49,18.53,2.17,517.08,452.67,21.7,1000,1000,Chandraprakash Padiyar,Blend,0.396745027124774,0.43056872037914684,0.4039270687237026,0.8661087866108786,0.7186440677966102,0.0017968249399301665,41.35,1449
Quant Gift Children's Fund Fund - Regular Plan - IDCW,Quant Mutual Fund,Solution Oriented,Children's Fund,Gift,Moderate,4,13.95,12.14,8.81,1.49,191.48,1407.65,18.4,2500,5000,Divam Sharma,GARP,0.3414104882459313,0.23270142180094786,0.20917651773191742,0.5815899581589958,0.6067796610169491,0.005616797961155702,41.34,1450
JM Financial Value Thematic Fund - Direct Plan - IDCW,JM Financial Mutual Fund,Equity,Thematic,Value,High,3,6.84,12.87,15.93,0.42,255.5,1641.24,5.6,100,10000,Nimesh Chandan,Active,0.21283905967450273,0.24999999999999997,0.3518332999398917,0.13389121338912133,0.17288135593220336,0.006551170930252512,41.31,1451
Bank of India Equity Arbitrage Arbitrage Scheme - Regular Plan - Growth,Bank of India Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,3,4.65,4.23,4.62,0.89,85.31,500.81,26.0,2000,5000,Varun Goel,Growth,0.17323688969258588,0.04526066350710902,0.12522540573031454,0.3305439330543933,0.864406779661017,0.0019893876127000643,41.31,1452
Aditya Birla Sun Life Low Duration Short Duration Scheme - Direct Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Debt,Short Duration,Low Duration,Low,2,3.83,4.59,8.4,0.45,672.94,5486.9,17.9,1500,500,Ankit Agarwal,Index,0.15840867992766727,0.05379146919431279,0.2009617311160088,0.14644351464435146,0.5898305084745763,0.021934024444259285,41.31,1453
JM Financial Banking & PSU Medium Duration Scheme - Direct Plan - IDCW,JM Financial Mutual Fund,Debt,Medium Duration,Banking & PSU,Moderate,3,5.98,6.99,5.92,0.65,426.58,6208.03,20.9,1000,1000,Kalpen Parekh,Growth,0.1972875226039783,0.11066350710900474,0.15127229012222,0.2301255230125523,0.6915254237288135,0.024818584481952607,41.3,1454
ICICI Prudential Index Large Cap Fund - Regular Plan - Growth,ICICI Prudential Mutual Fund,Equity,Large Cap,Index,Moderate,4,16.42,13.65,8.83,1.43,218.15,1249.05,9.6,5000,5000,Shreyash Devalkar,Blend,0.38607594936708867,0.26848341232227485,0.20957723903025444,0.5564853556485355,0.3084745762711864,0.004982389155561479,41.3,1455
Sundaram Bluechip Large Cap Plan - Regular Plan - IDCW,Sundaram Mutual Fund,Equity,Large Cap,Bluechip,Moderately High,5,19.29,18.314999999999998,19.56,1.8,602.63,147.69,2.0,500,25000,Rahul Baijal,Blend,0.4379746835443038,0.37902843601895725,0.4245642155880584,0.7112970711297071,0.05084745762711865,0.00057688800720554,41.29,1456
HSBC Balanced Advantage Aggressive Hybrid Scheme - Direct Plan - IDCW,HSBC Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,High,3,12.45,15.55,12.73,0.86,505.77,1501.96,5.6,2000,1000,Sankaran Naren,GARP,0.3142857142857143,0.3135071090047393,0.2877178922059707,0.3179916317991632,0.17288135593220336,0.005994043197319579,41.27,1457
Bandhan Gold Fund of Funds Plan - Direct Plan - IDCW,Bandhan Mutual Fund,Other,Fund of Funds,Gold,Moderately High,3,8.75,10.46,13.93,0.81,445.2,3427.82,16.2,500,10000,Kalpen Parekh,Index,0.24737793851717904,0.19289099526066353,0.3117611701061911,0.29707112970711297,0.5322033898305085,0.013697590122550903,41.26,1458
Bandhan Overnight Liquid Plan - Direct Plan - Growth,Bandhan Mutual Fund,Debt,Liquid,Overnight,Low,2,2.66,3.33,3.18,0.17,756.99,2110.84,14.1,1500,1000,Roshi Jain,Income,0.137251356238698,0.02393364928909953,0.09637347225005008,0.0292887029288703,0.4610169491525423,0.008429597002806401,41.26,1459
Tata Overnight Liquid Plan - Direct Plan - Growth,Tata Mutual Fund,Debt,Liquid,Overnight,Low,2,-3.92,3.34,3.54,0.2,83.54,3695.12,21.9,500,25000,Ashish Kela,Value,0.018264014466546102,0.02417061611374407,0.10358645562011619,0.04184100418410042,0.7254237288135593,0.01476680496325289,41.25,1460
ICICI Prudential Tax Advantage ELSS Scheme - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Equity,ELSS,Tax Advantage,Moderately High,4,9.74,19.715,19.26,1.43,270.07,4433.39,2.4,500,1000,Jinesh Gopani,Active,0.26528028933092224,0.4122037914691943,0.41855339611300335,0.5564853556485355,0.06440677966101695,0.017719925952572223,41.25,1461
UTI ESG Thematic Plan - Direct Plan - Growth,UTI Mutual Fund,Equity,Thematic,ESG,Moderately High,4,2.85,6.96,2.16,0.84,526.74,945.48,27.4,2000,25000,Nimesh Chandan,Passive,0.1406871609403255,0.10995260663507109,0.07593668603486274,0.30962343096234307,0.911864406779661,0.0037680923011211395,41.24,1462
Edelweiss Equity Arbitrage Arbitrage Scheme - Regular Plan - IDCW,Edelweiss Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,3,-1.44,6.39,10.19,0.56,745.81,17526.86,15.1,1000,10000,Jinesh Gopani,Index,0.06311030741410488,0.09644549763033175,0.23682628731717087,0.19246861924686193,0.49491525423728816,0.07009453291211683,41.24,1463
Bandhan Income Conservative Hybrid Scheme - Direct Plan - Growth,Bandhan Mutual Fund,Hybrid,Conservative Hybrid,Income,Low to Moderate,4,3.87,11.33,10.81,1.11,83.37,2816.95,13.4,1000,25000,Amit Ganatra,Blend,0.15913200723327306,0.21350710900473932,0.2492486475656181,0.4225941422594143,0.43728813559322033,0.011254076206577748,41.21,1464
JM Financial Money Market Short Duration Plan - Regular Plan - Growth,JM Financial Mutual Fund,Debt,Short Duration,Money Market,Low,3,6.25,5.01,3.6,0.69,657.99,18611.44,14.6,1000,10000,Rahul Baijal,Index,0.20216998191681734,0.06374407582938388,0.10478861951512722,0.24686192468619245,0.4779661016949152,0.07443291312883422,41.2,1465
HSBC Banking & PSU Medium Duration Scheme - Direct Plan - IDCW,HSBC Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,2,7.03,5.13,0.68,0.73,550.54,2395.13,27.4,500,25000,Ankit Agarwal,Active,0.2162748643761302,0.06658767772511848,0.046283309957924255,0.2635983263598326,0.911864406779661,0.009566772786806283,41.19,1466
DSP Dynamic Multi Cap Scheme - Direct Plan - IDCW,DSP Mutual Fund,Equity,Multi Cap,Dynamic,High,4,19.64,21.31,19.3,1.79,599.42,1070.27,4.4,5000,5000,Taher Badshah,GARP,0.44430379746835447,0.44999999999999996,0.4193548387096774,0.7071129707112971,0.13220338983050847,0.004267259229558106,41.17,1467
Union Money Market Short Duration Fund - Direct Plan - Growth,Union Mutual Fund,Debt,Short Duration,Money Market,Low,3,7.19,6.0,5.87,0.35,288.16,1030.79,1.3,1500,5000,Sohini Andani,Value,0.21916817359855334,0.08720379146919433,0.15027048687637745,0.10460251046025104,0.02711864406779661,0.004109337037598082,41.17,1468
HDFC Opportunities Mid Cap Plan - Direct Plan - Growth,HDFC Mutual Fund,Equity,Mid Cap,Opportunities,Moderately High,3,23.18,13.12,16.31,1.28,700.98,8943.18,7.3,1500,500,Chirag Setalvad,Blend,0.5083182640144666,0.25592417061611367,0.3594470046082948,0.4937238493723849,0.23050847457627116,0.0357593363395884,41.16,1469
Parag Parikh Banking & PSU Medium Duration Fund - Direct Plan - Growth,Parag Parikh Mutual Fund,Debt,Medium Duration,Banking & PSU,Moderate,4,4.92,8.37,9.12,0.39,554.65,308.09,4.2,500,5000,Chandraprakash Padiyar,Blend,0.17811934900542495,0.1433649289099526,0.21538769785614098,0.12133891213389122,0.12542372881355932,0.0012184969127371488,41.14,1470
Mirae Asset Tax Saver ELSS Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,Equity,ELSS,Tax Saver,Moderately High,4,14.2,15.75,10.92,1.72,292.48,536.95,17.6,1000,5000,Pranav Gokhale,Blend,0.34593128390596745,0.3182464454976303,0.2514526147064716,0.6778242677824268,0.5796610169491526,0.002133949619220715,41.12,1471
Invesco Overnight Liquid Plan - Regular Plan - Growth,Invesco Mutual Fund,Debt,Liquid,Overnight,Low,1,11.65,4.33,7.56,0.36,136.98,4289.52,13.0,500,1000,Rajeev Thakkar,Blend,0.29981916817359855,0.0476303317535545,0.1841314365858545,0.10878661087866107,0.423728813559322,0.017144437964798954,41.12,1472
JM Financial Balanced Dynamic Asset Allocation Plan - Regular Plan - IDCW,JM Financial Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,5,16.51,14.67,11.18,1.57,749.24,2713.91,4.5,1000,10000,Neelesh Surana,Blend,0.3877034358047017,0.2926540284360189,0.2566619915848527,0.6150627615062761,0.13559322033898305,0.010841910485717542,41.1,1473
Nippon India Education Children's Fund Plan - Direct Plan - IDCW,Nippon India Mutual Fund,Solution Oriented,Children's Fund,Education,Moderate,3,9.79,9.4,12.82,0.52,637.37,1161.09,5.9,100,5000,Sailesh Raj Bhan,GARP,0.26618444846292943,0.16777251184834124,0.2895211380484872,0.17573221757322174,0.18305084745762712,0.004630544271954495,41.1,1474
Tata Ultra Short Liquid Plan - Direct Plan - Growth,Tata Mutual Fund,Debt,Liquid,Ultra Short,Low,2,7.11,3.33,3.8,0.48,153.04,153.76,18.6,2500,10000,Rohit Singhania,Index,0.21772151898734177,0.02393364928909953,0.10879583249849727,0.1589958158995816,0.6135593220338984,0.0006011683442166177,41.08,1475
Quantum Corporate Bond Medium Duration Scheme - Direct Plan - IDCW,Quantum Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,1,11.95,5.64,3.57,0.81,625.69,502.55,28.9,100,1000,Pranav Gokhale,Index,0.30524412296564196,0.07867298578199053,0.1041875375676217,0.29707112970711297,0.9627118644067797,0.0019963477093062052,41.06,1476
IDFC Money Market Short Duration Fund - Regular Plan - Growth,IDFC Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,1,4.93,4.57,5.87,0.39,544.34,2055.05,26.3,1000,5000,R. Srinivasan,Growth,0.1783001808318264,0.0533175355450237,0.15027048687637745,0.12133891213389122,0.8745762711864408,0.008206433905302608,41.05,1477
IDFC Gilt Long Duration Fund - Direct Plan - IDCW,IDFC Mutual Fund,Debt,Long Duration,Gilt,Moderate,3,3.05,9.87,7.71,0.52,204.85,18.89,11.7,1000,5000,Kalpen Parekh,GARP,0.14430379746835442,0.17890995260663506,0.18713684632338207,0.17573221757322174,0.3796610169491525,6.168085613028309e-05,41.05,1478
Motilal Oswal Ultra Short Liquid Fund - Direct Plan - IDCW,Motilal Oswal Mutual Fund,Debt,Liquid,Ultra Short,Low,1,3.13,5.73,4.55,0.39,742.79,436.32,19.1,100,10000,Neelesh Surana,GARP,0.145750452079566,0.0808056872037915,0.12382288118613502,0.12133891213389122,0.6305084745762712,0.0017314240321655665,41.02,1479
Invesco Equity Savings Aggressive Hybrid Plan - Regular Plan - Growth,Invesco Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,High,3,4.23,7.49,11.2,0.43,439.84,3462.28,22.9,2500,500,Chandraprakash Padiyar,Blend,0.16564195298372514,0.12251184834123224,0.25706271288318966,0.13807531380753138,0.7593220338983051,0.013835432035796659,41.02,1480
Kotak Mahindra Overnight Liquid Scheme - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Debt,Liquid,Overnight,Low,2,-2.69,3.49,2.6,0.36,571.96,442.59,24.7,500,1000,Pranav Gokhale,Growth,0.040506329113924044,0.027725118483412324,0.08475255459827688,0.10878661087866107,0.8203389830508475,0.0017565043802807983,41.0,1481
Franklin Templeton Banking & PSU Medium Duration Plan - Direct Plan - Growth,Franklin Templeton Mutual Fund,Debt,Medium Duration,Banking & PSU,Low to Moderate,3,9.23,8.27,6.92,0.48,39.09,5482.93,1.9,1000,25000,Ajay Tyagi,Blend,0.2560578661844485,0.1409952606635071,0.17130835503907027,0.1589958158995816,0.04745762711864407,0.021918144223841828,40.95,1482
HDFC Balanced Advantage Aggressive Hybrid Plan - Regular Plan - IDCW,HDFC Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,High,3,22.02,20.98,22.95,1.69,568.13,1331.19,5.0,2000,1000,Sankaran Naren,Blend,0.4873417721518987,0.4421800947867298,0.49248647565618103,0.6652719665271966,0.15254237288135591,0.005310953716037579,40.94,1483
Kotak Mahindra Gift Children's Fund Scheme - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Solution Oriented,Children's Fund,Gift,Moderately High,4,12.78,16.65,18.25,1.3,447.72,98.37,3.2,500,500,Anish Tawakley,Growth,0.320253164556962,0.33957345971563974,0.3983169705469845,0.502092050209205,0.09152542372881357,0.0003796052689211327,40.93,1484
Quantum Flexi Cap Multi Cap Fund - Regular Plan - IDCW,Quantum Mutual Fund,Equity,Multi Cap,Flexi Cap,High,4,17.16,16.68,13.29,1.32,645.9,441.53,4.9,1000,5000,Jinesh Gopani,Growth,0.3994575045207957,0.3402843601895734,0.29893808855940684,0.5104602510460251,0.14915254237288136,0.0017522643214287815,40.92,1485
Bandhan Corporate Credit Risk Fund - Direct Plan - IDCW,Bandhan Mutual Fund,Debt,Credit Risk,Corporate,Moderately High,4,5.67,8.71,4.57,0.59,739.19,353.97,11.0,500,5000,Atul Kumar,Active,0.19168173598553345,0.1514218009478673,0.12422360248447203,0.20502092050209203,0.3559322033898305,0.0014020194600301054,40.91,1486
Tata Diversified Multi Cap Scheme - Regular Plan - Growth,Tata Mutual Fund,Equity,Multi Cap,Diversified,High,3,14.84,15.31,13.46,1.52,662.41,2775.61,23.1,500,5000,Gopal Agrawal,Passive,0.35750452079566003,0.30781990521327013,0.30234421959527147,0.5941422594142259,0.7661016949152544,0.011088713911349092,40.9,1487
Bank of India Discovery Small Cap Fund - Regular Plan - IDCW,Bank of India Mutual Fund,Equity,Small Cap,Discovery,Very High,5,23.02,16.84,14.86,1.71,492.74,290.04,13.1,500,25000,Dhaval Gada,GARP,0.5054249547920434,0.3440758293838862,0.3303947104788619,0.6736401673640167,0.4271186440677966,0.0011462959105872392,40.88,1488
Baroda BNP Paribas Gilt Long Duration Plan - Direct Plan - Growth,Baroda BNP Paribas Mutual Fund,Debt,Long Duration,Gilt,Moderately High,3,11.3,6.95,11.43,0.4,273.05,91.09,9.9,2000,5000,Niket Shah,Blend,0.29349005424954794,0.10971563981042654,0.26167100781406527,0.12552301255230125,0.3186440677966102,0.0003504848647299225,40.88,1489
Canara Robeco Dividend Yield Thematic Fund - Regular Plan - IDCW,Canara Robeco Mutual Fund,Equity,Thematic,Dividend Yield,Moderately High,3,4.63,10.91,13.76,0.6,581.59,2791.38,11.9,1000,5000,Chandraprakash Padiyar,Active,0.172875226039783,0.20355450236966824,0.3083550390703265,0.20920502092050208,0.3864406779661017,0.011151794786911645,40.86,1490
JM Financial Corporate Credit Risk Plan - Direct Plan - IDCW,JM Financial Mutual Fund,Debt,Credit Risk,Corporate,Moderately High,3,3.82,10.95,10.86,0.59,134.55,11727.72,11.8,500,500,Rohit Singhania,Blend,0.15822784810126583,0.20450236966824645,0.2502504508114606,0.20502092050209203,0.38305084745762713,0.04689765093939504,40.85,1491
Mahindra Manulife Corporate Credit Risk Plan - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Debt,Credit Risk,Corporate,Moderate,2,5.19,9.47,8.52,0.77,165.32,1176.62,23.6,2000,1000,Harsha Upadhyaya,Blend,0.18300180831826401,0.16943127962085308,0.20336605890603082,0.2803347280334728,0.7830508474576272,0.004692665134192062,40.85,1492
HDFC Balanced Dynamic Asset Allocation Scheme - Direct Plan - IDCW,HDFC Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,4,16.68,13.0,11.65,1.3,377.22,107.92,6.1,5000,500,Niket Shah,Index,0.3907775768535262,0.2530805687203791,0.2660789420957724,0.502092050209205,0.18983050847457625,0.00041780579914449216,40.85,1493
Motilal Oswal Focused Large Cap Plan - Regular Plan - Growth,Motilal Oswal Mutual Fund,Equity,Large Cap,Focused,Moderate,5,20.42,15.02,10.69,1.71,789.16,225.21,3.1,500,5000,Jinesh Gopani,Index,0.4584086799276673,0.30094786729857814,0.246844319775596,0.6736401673640167,0.088135593220339,0.0008869723111756792,40.81,1494
Mahindra Manulife Low Duration Short Duration Plan - Direct Plan - IDCW,Mahindra Manulife Mutual Fund,Debt,Short Duration,Low Duration,Low,2,1.19,4.88,7.91,0.23,793.74,1697.32,12.1,1000,10000,Kalpen Parekh,Value,0.11066907775768535,0.060663507109004734,0.1911440593067521,0.05439330543933055,0.3932203389830508,0.006775494043857328,40.81,1495
Axis Regular Savings Conservative Hybrid Scheme - Regular Plan - IDCW,Axis Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Low to Moderate,3,11.25,6.34,7.91,0.53,247.58,691.34,6.5,1000,1000,Rohit Singhania,Value,0.2925858951175407,0.09526066350710902,0.1911440593067521,0.1799163179916318,0.20338983050847456,0.002751518191072492,40.77,1496
Bandhan Money Market Short Duration Scheme - Direct Plan - Growth,Bandhan Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,3,10.61,5.64,9.0,0.4,557.35,3042.16,5.0,1500,10000,Jinesh Gopani,Passive,0.2810126582278481,0.07867298578199053,0.212983370066119,0.12552301255230125,0.15254237288135591,0.012154928710410502,40.77,1497
Kotak Mahindra Ultra Short Liquid Fund - Regular Plan - IDCW,Kotak Mahindra Mutual Fund,Debt,Liquid,Ultra Short,Low,2,8.55,5.24,2.01,0.2,650.1,116.36,2.3,1500,5000,Rohit Singhania,Index,0.24376130198915008,0.06919431279620852,0.07293127629733519,0.04184100418410042,0.06101694915254237,0.00045156626773979624,40.76,1498
Mahindra Manulife Corporate Bond Medium Duration Scheme - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,3,0.7,6.12,5.38,0.39,561.6,742.79,14.0,1000,25000,Sohini Andani,Index,0.10180831826401446,0.09004739336492892,0.1404528150671208,0.12133891213389122,0.4576271186440678,0.002957321047616141,40.75,1499
SBI High Yield Credit Risk Scheme - Regular Plan - Growth,SBI Mutual Fund,Debt,Credit Risk,High Yield,Moderately High,2,15.3,9.43,10.69,1.17,108.02,361.14,28.0,5000,500,Taher Badshah,Blend,0.3658227848101266,0.16848341232227487,0.246844319775596,0.4476987447698744,0.9322033898305085,0.0014306998581140307,40.74,1500
Invesco 10Y Gilt Long Duration Scheme - Direct Plan - Growth,Invesco Mutual Fund,Debt,Long Duration,10Y Gilt,Moderate,2,13.73,6.71,2.94,0.49,31.4,731.14,13.3,1000,5000,Prashant Jain,Value,0.33743218806509945,0.10402843601895734,0.09156481667000599,0.1631799163179916,0.43389830508474575,0.002910720400799163,40.73,1501
Nippon India Tax Advantage ELSS Plan - Direct Plan - Growth,Nippon India Mutual Fund,Equity,ELSS,Tax Advantage,High,3,18.57,17.05,22.05,1.24,173.13,479.38,5.3,2500,10000,R. Srinivasan,Value,0.42495479204339964,0.34905213270142177,0.47445401723101577,0.4769874476987448,0.16271186440677965,0.0019036664228899499,40.72,1502
HDFC High Yield Credit Risk Fund - Regular Plan - IDCW,HDFC Mutual Fund,Debt,Credit Risk,High Yield,Moderately High,3,7.46,10.15,13.01,1.17,99.09,484.14,28.4,1500,5000,Varun Goel,Blend,0.22405063291139238,0.18554502369668247,0.29332799038268875,0.4476987447698744,0.9457627118644067,0.0019227066871688179,40.72,1503
